Animal_Id;animal_type;animal_breed;Kennel_Number;Kennel_Status;Tag_Type;Activity_Number;Activity_Sequence;Source_Id;Census_Tract;Council_District;intake_type;Intake_Subtype;Reason;Staff_Id;intake_date;intake_time;Due_Out;intake_condition;Hold_Request;Outcome_Type;Outcome_Date;Outcome_Time;Receipt_Number;Impound_Number;Service_Request_Number;Outcome_Condition;chip_status;Animal_Origin;Additional_Information;animal_stay_days;Month;Year;;;;;;;;;;;;;;;;
A1062170;OFFSET_2;CHIHUAHUA;SH;LOST;IMPOUNDED;0;P877487;STRAY;WEB;WEB;3/22/2019;00:00;11:05:00;3/23/2019;00:00;NORMAL;OTHER;00:00:00;K19-454542;61;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062169;OFFSET_2;CHIHUAHUA;SH;FOUND;IMPOUNDED;0;P877486;STRAY;WEB;WEB;3/22/2019;00:00;11:05:00;3/22/2019;00:00;NORMAL;OTHER;00:00:00;K19-454541;61;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065422;OFFSET_2;CHIHUAHUA;SH;FOUND;IMPOUNDED;0;P881360;STRAY;WEB;WEB;3/22/2019;00:00;13:47:00;3/22/2019;00:00;NORMAL;OTHER;00:00:00;K19-458404;61;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062168;OFFSET_2;CHIHUAHUA;SH;LOST;IMPOUNDED;0;P877485;STRAY;WEB;WEB;3/22/2019;00:00;11:05:00;3/22/2019;00:00;NORMAL;OTHER;00:00:00;K19-454540;61;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065442;OFFSET_2;CHIHUAHUA;SH;LOST;IMPOUNDED;0;P881380;STRAY;WEB;WEB;3/23/2019;00:00;13:47:00;3/26/2019;00:00;NORMAL;OTHER;00:00:00;K19-458424;60;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065559;OFFSET_2;CHIHUAHUA;SH;LOST;IMPOUNDED;0;P881497;STRAY;WEB;WEB;3/23/2019;00:00;13:47:00;4/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-458541;60;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065446;OFFSET_2;CHIHUAHUA;LH;LOST;IMPOUNDED;0;P881384;STRAY;WEB;WEB;3/23/2019;00:00;13:47:00;3/26/2019;00:00;NORMAL;OTHER;00:00:00;K19-458428;60;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065428;OFFSET_2;YORKSHIRE;TERR;LOST;IMPOUNDED;0;P881366;STRAY;WEB;WEB;3/24/2019;00:00;13:47:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-458410;59;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065436;OFFSET_2;SCHNAUZER;STAND;FOUND;IMPOUNDED;0;P881374;STRAY;WEB;WEB;3/24/2019;00:00;13:47:00;3/25/2019;00:00;NORMAL;OTHER;00:00:00;K19-458418;59;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065438;OFFSET_2;AM;PIT;BULL;TER;LOST;IMPOUNDED;0;P881376;STRAY;WEB;WEB;3/24/2019;00:00;13:47:00;3/25/2019;00:00;NORMAL;OTHER;00:00:00;K19-458420;59;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;
A1062176;OFFSET_2;SHIH;TZU;LOST;IMPOUNDED;0;P877493;STRAY;WEB;WEB;3/24/2019;00:00;11:05:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-454548;59;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062175;OFFSET_2;YORKSHIRE;TERR;LOST;IMPOUNDED;0;P877492;STRAY;WEB;WEB;3/24/2019;00:00;11:05:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-454547;59;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062183;OFFSET_2;SCHNAUZER;STAND;FOUND;IMPOUNDED;0;P877500;STRAY;WEB;WEB;3/24/2019;00:00;11:05:00;3/25/2019;00:00;NORMAL;OTHER;00:00:00;K19-454555;59;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065440;OFFSET_2;GERM;SHEPHERD;LOST;IMPOUNDED;0;P881378;STRAY;WEB;WEB;3/24/2019;00:00;13:47:00;3/25/2019;00:00;NORMAL;OTHER;00:00:00;K19-458422;59;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065448;OFFSET_2;SIBERIAN;HUSKY;LOST;IMPOUNDED;0;P881386;STRAY;WEB;WEB;3/25/2019;00:00;13:47:00;3/26/2019;00:00;NORMAL;OTHER;00:00:00;K19-458430;58;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065452;OFFSET_2;POODLE;TOY;LOST;IMPOUNDED;0;P881390;STRAY;WEB;WEB;3/27/2019;00:00;13:47:00;3/27/2019;00:00;NORMAL;OTHER;00:00:00;K19-458434;56;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065454;OFFSET_2;LABRADOR;RETR;LOST;IMPOUNDED;0;P881392;STRAY;WEB;WEB;3/27/2019;00:00;13:47:00;3/27/2019;00:00;NORMAL;OTHER;00:00:00;K19-458436;56;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065486;OFFSET_2;DACHSHUND;LOST;IMPOUNDED;0;P881424;STRAY;WEB;WEB;3/28/2019;00:00;13:47:00;04/02/2019;00:00;NORMAL;OTHER;00:00:00;K19-458468;55;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065464;OFFSET_2;CAIRN;TERRIER;LOST;IMPOUNDED;0;P881402;STRAY;WEB;WEB;3/28/2019;00:00;13:47:00;3/29/2019;00:00;NORMAL;OTHER;00:00:00;K19-458446;55;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065468;OFFSET_2;AM;PIT;BULL;TER;LOST;IMPOUNDED;0;P881406;STRAY;WEB;WEB;3/29/2019;00:00;13:47:00;3/30/2019;00:00;NORMAL;OTHER;00:00:00;K19-458450;54;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;
A1065470;OFFSET_2;POMERANIAN;LOST;IMPOUNDED;0;P881408;STRAY;WEB;WEB;3/29/2019;00:00;13:47:00;3/31/2019;00:00;NORMAL;OTHER;00:00:00;K19-458452;54;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062693;OFFSET_2;ANATOL;SHEPHERD;PAWS;2;AVAILABLE;A19-163399;1;P9991754;5700;4;STRAY;CONFINED;OTHRINTAKS;AT1754;3/30/2019;00:00;12:54:00;04/03/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-455212;SCAN;NO;CHIP;FIELD;FREE;ADOPTION;53;FY2017;NEXT_FY;;;;;;;;;;;
A1065474;OFFSET_2;PIT;BULL;FOUND;IMPOUNDED;0;P881412;STRAY;WEB;WEB;3/30/2019;00:00;13:47:00;3/31/2019;00:00;NORMAL;OTHER;00:00:00;K19-458456;53;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065472;OFFSET_2;PARSON;RUSS;TER;FOUND;IMPOUNDED;0;P881410;STRAY;WEB;WEB;3/30/2019;00:00;13:47:00;3/31/2019;00:00;NORMAL;OTHER;00:00:00;K19-458454;53;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;
A1065512;OFFSET_2;PARSON;RUSS;TER;FOUND;IMPOUNDED;0;P881450;STRAY;WEB;WEB;3/30/2019;00:00;13:47:00;04/05/2019;00:00;NORMAL;OTHER;00:00:00;K19-458494;53;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;
A1065482;OFFSET_2;LABRADOR;RETR;LOST;IMPOUNDED;0;P881420;STRAY;WEB;WEB;3/30/2019;00:00;13:47:00;04/01/2019;00:00;NORMAL;OTHER;00:00:00;K19-458464;53;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065490;OFFSET_2;SHIH;TZU;FOUND;IMPOUNDED;0;P881428;STRAY;WEB;WEB;3/30/2019;00:00;13:47:00;04/03/2019;00:00;NORMAL;OTHER;00:00:00;K19-458472;53;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065476;OFFSET_2;BOXER;FOUND;IMPOUNDED;0;P881414;STRAY;WEB;WEB;3/31/2019;00:00;13:47:00;04/01/2019;00:00;NORMAL;OTHER;00:00:00;K19-458458;52;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065478;OFFSET_2;PIT;BULL;LOST;IMPOUNDED;0;P881416;STRAY;WEB;WEB;04/01/2019;00:00;13:47:00;04/01/2019;00:00;NORMAL;OTHER;00:00:00;K19-458460;51;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065502;OFFSET_2;GERM;SHEPHERD;FOUND;IMPOUNDED;0;P881440;STRAY;WEB;WEB;04/01/2019;00:00;13:47:00;04/04/2019;00:00;NORMAL;OTHER;00:00:00;K19-458484;51;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062880;OFFSET_2;PIT;BULL;PAWS;23;AVAILABLE;1;P0878414;8705;8;STRAY;AT;LARGE;CR;04/01/2019;00:00;17:33:00;04/05/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-455436;SCAN;NO;CHIP;OVER;THE;COUNTER;FREE;ADOPTION;51;FY2017;NEXT_FY;;;;;;;;;;
A1065492;OFFSET_2;SCHNAUZER;MIN;LOST;IMPOUNDED;0;P881430;STRAY;WEB;WEB;04/02/2019;00:00;13:47:00;04/03/2019;00:00;NORMAL;OTHER;00:00:00;K19-458474;50;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065494;OFFSET_2;CHIHUAHUA;SH;LOST;IMPOUNDED;0;P881432;STRAY;WEB;WEB;04/02/2019;00:00;13:47:00;04/03/2019;00:00;NORMAL;OTHER;00:00:00;K19-458476;50;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065504;OFFSET_2;CHIHUAHUA;SH;FOUND;IMPOUNDED;0;P881442;STRAY;WEB;WEB;04/02/2019;00:00;13:47:00;04/04/2019;00:00;NORMAL;OTHER;00:00:00;K19-458486;50;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1063062;OFFSET_2;PIT;BULL;PSOFFSET_2;15;AVAILABLE;A19-165083;1;P9991763;8701;4;STRAY;CONFINED;OTHRINTAKS;DL1763;04/03/2019;00:00;22:45:00;04/09/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-455662;SCAN;CHIP;FIELD;49;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1063004;OFFSET_2;PIT;BULL;PAWS;24;AVAILABLE;1;P0649531;12000;7;STRAY;AT;LARGE;OTHRINTAKS;FR;04/03/2019;00:00;09:41:00;04/07/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-455585;SCAN;NO;CHIP;OVER;THE;COUNTER;FREE;ADOPTION;49;FY2017;NEXT_FY;;;;;;;;;
A1065500;OFFSET_2;BASENJI;LOST;IMPOUNDED;0;P881438;STRAY;WEB;WEB;04/03/2019;00:00;13:47:00;04/04/2019;00:00;NORMAL;OTHER;00:00:00;K19-458482;49;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065508;OFFSET_2;PIT;BULL;LOST;IMPOUNDED;0;P881446;STRAY;WEB;WEB;04/03/2019;00:00;13:47:00;04/04/2019;00:00;NORMAL;OTHER;00:00:00;K19-458490;49;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1063092;OFFSET_2;PIT;BULL;PAWS;4;AVAILABLE;A19-165490;1;P9991755;5600;4;STRAY;AT;LARGE;OTHRINTAKS;MH1709;04/04/2019;00:00;12:51:00;04/08/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-455697;SCAN;CHIP;SWEEP;FREE;ADOPTION;48;FY2017;NEXT_FY;;;;;;;;;;;
A1055605;OFFSET_2;PIT;BULL;PAWS;7;AVAILABLE;A19-165504;1;P9991718;9000;7;STRAY;AT;LARGE;OTHRINTAKS;MG1718;04/04/2019;00:00;13:59:00;04/08/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-455718;SCAN;NO;CHIP;SWEEP;FREE;ADOPTION;48;FY2017;NEXT_FY;;;;;;;;;;
A1065516;OFFSET_2;AM;PIT;BULL;TER;LOST;IMPOUNDED;0;P881454;STRAY;WEB;WEB;04/05/2019;00:00;13:47:00;04/07/2019;00:00;NORMAL;OTHER;00:00:00;K19-458498;47;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;
A1065518;OFFSET_2;CHIHUAHUA;SH;LOST;IMPOUNDED;0;P881456;STRAY;WEB;WEB;04/05/2019;00:00;13:47:00;04/07/2019;00:00;NORMAL;OTHER;00:00:00;K19-458500;47;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1063269;OFFSET_2;GERM;SHEPHERD;LFD;8;AVAILABLE;A19-165686;1;P0878877;8705;8;STRAY;CONFINED;OTHRINTAKS;AR1758;04/05/2019;00:00;17:35:00;04/09/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;MEDICAL;OTHER;00:00:00;K19-455915;SCAN;NO;CHIP;FIELD;47;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1065536;OFFSET_2;JACK;RUSS;TERR;LOST;IMPOUNDED;0;P881474;STRAY;WEB;WEB;04/05/2019;00:00;13:47:00;04/11/2019;00:00;NORMAL;OTHER;00:00:00;K19-458518;47;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;
A1065557;OFFSET_2;CAIRN;TERRIER;LOST;IMPOUNDED;0;P881495;STRAY;WEB;WEB;04/05/2019;00:00;13:47:00;4/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-458539;47;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065540;OFFSET_2;WEST;HIGHLAND;FOUND;IMPOUNDED;0;P881478;STRAY;WEB;WEB;04/06/2019;00:00;13:47:00;04/12/2019;00:00;NORMAL;OTHER;00:00:00;K19-458522;46;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1059532;OFFSET_2;PIT;BULL;STAR;4;AVAILABLE;A19-165778;1;P9991755;10500;6;STRAY;AT;LARGE;MH1709;04/06/2019;00:00;12:46:00;04/12/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-455990;UNABLE;TO;SCAN;SWEEP;46;FY2017;NEXT_FY;;;;;;;;;;;;;
A1065545;OFFSET_2;MALTESE;LOST;IMPOUNDED;0;P881483;STRAY;WEB;WEB;04/06/2019;00:00;13:47:00;4/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-458527;46;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065520;OFFSET_2;GERM;SHEPHERD;LOST;IMPOUNDED;0;P881458;STRAY;WEB;WEB;04/07/2019;00:00;13:47:00;04/08/2019;00:00;NORMAL;OTHER;00:00:00;K19-458502;45;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1063466;OFFSET_2;PIT;BULL;PAWS;16;AVAILABLE;1;P0875724;5700;4;STRAY;AT;LARGE;OTHER;BW;04/08/2019;00:00;12:33:00;04/12/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-456186;SCAN;NO;CHIP;OVER;THE;COUNTER;FREE;ADOPTION;44;FY2017;NEXT_FY;;;;;;;;;
A1065532;OFFSET_2;PIT;BULL;FOUND;IMPOUNDED;0;P881470;STRAY;WEB;WEB;04/09/2019;00:00;13:47:00;04/10/2019;00:00;NORMAL;OTHER;00:00:00;K19-458514;43;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065524;OFFSET_2;LABRADOR;RETR;FOUND;IMPOUNDED;0;P881462;STRAY;WEB;WEB;04/09/2019;00:00;13:47:00;04/09/2019;00:00;NORMAL;OTHER;00:00:00;K19-458506;43;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065526;OFFSET_2;SILKY;TERRIER;LOST;IMPOUNDED;0;P881464;STRAY;WEB;WEB;04/09/2019;00:00;13:47:00;04/10/2019;00:00;NORMAL;OTHER;00:00:00;K19-458508;43;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065528;OFFSET_2;PIT;BULL;FOUND;IMPOUNDED;0;P881466;STRAY;WEB;WEB;04/09/2019;00:00;13:47:00;04/10/2019;00:00;NORMAL;OTHER;00:00:00;K19-458510;43;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065551;OFFSET_2;CHIHUAHUA;SH;FOUND;IMPOUNDED;0;P881489;STRAY;WEB;WEB;04/09/2019;00:00;13:47:00;4/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-458533;43;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065542;OFFSET_2;CHIHUAHUA;SH;LOST;IMPOUNDED;0;P881480;STRAY;WEB;WEB;04/10/2019;00:00;13:47:00;04/12/2019;00:00;NORMAL;OTHER;00:00:00;K19-458524;42;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065535;OFFSET_2;PAPILLON;FOUND;IMPOUNDED;0;P881473;STRAY;WEB;WEB;04/10/2019;00:00;13:47:00;04/11/2019;00:00;NORMAL;OTHER;00:00:00;K19-458517;42;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1063626;OFFSET_2;PIT;BULL;PAWS;7;AVAILABLE;A19-166347;1;P9991764;11104;8;STRAY;CONFINED;OTHRINTAKS;MO1764;04/10/2019;00:00;10:03:00;4/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;MEDICAL;OTHER;00:00:00;K19-456398;SCAN;NO;CHIP;FIELD;FREE;ADOPTION;42;FY2017;NEXT_FY;;;;;;;;;;;;
A1065530;OFFSET_2;GERM;SHEPHERD;LOST;IMPOUNDED;0;P881468;STRAY;WEB;WEB;04/10/2019;00:00;13:47:00;04/10/2019;00:00;NORMAL;OTHER;00:00:00;K19-458512;42;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065538;OFFSET_2;BEAGLE;FOUND;IMPOUNDED;0;P881476;STRAY;WEB;WEB;04/11/2019;00:00;13:47:00;04/12/2019;00:00;NORMAL;OTHER;00:00:00;K19-458520;41;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065541;OFFSET_2;AUST;OFFSET_1TLE;OFFSET_2;LOST;IMPOUNDED;0;P881479;STRAY;WEB;WEB;04/11/2019;00:00;13:47:00;04/12/2019;00:00;NORMAL;OTHER;00:00:00;K19-458523;41;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;
A1065543;OFFSET_2;SHIH;TZU;LOST;IMPOUNDED;0;P881481;STRAY;WEB;WEB;04/11/2019;00:00;13:47:00;04/12/2019;00:00;NORMAL;OTHER;00:00:00;K19-458525;41;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065539;OFFSET_2;BEAGLE;FOUND;IMPOUNDED;0;P881477;STRAY;WEB;WEB;04/12/2019;00:00;13:47:00;04/12/2019;00:00;NORMAL;OTHER;00:00:00;K19-458521;40;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065547;OFFSET_2;JACK;RUSS;TERR;LOST;IMPOUNDED;0;P881485;STRAY;WEB;WEB;04/12/2019;00:00;13:47:00;4/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-458529;40;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;
A1065573;OFFSET_2;BICHON;FRISE;LOST;IMPOUNDED;0;P881511;STRAY;WEB;WEB;4/13/2019;00:00;13:47:00;4/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-458555;39;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065549;OFFSET_2;GERM;SHEPHERD;FOUND;IMPOUNDED;0;P881487;STRAY;WEB;WEB;4/13/2019;00:00;13:47:00;4/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-458531;39;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065580;OFFSET_2;POMERANIAN;LOST;IMPOUNDED;0;P881518;STRAY;WEB;WEB;4/13/2019;00:00;13:47:00;4/19/2019;00:00;NORMAL;OTHER;00:00:00;K19-458562;39;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065548;OFFSET_2;ROTTWEILER;FOUND;IMPOUNDED;0;P881486;STRAY;WEB;WEB;4/13/2019;00:00;13:47:00;4/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-458530;39;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065555;OFFSET_2;AMERICAN;STAFF;LOST;IMPOUNDED;0;P881493;STRAY;WEB;WEB;4/13/2019;00:00;13:47:00;4/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-458537;39;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065546;OFFSET_2;LABRADOR;RETR;LOST;IMPOUNDED;0;P881484;STRAY;WEB;WEB;4/13/2019;00:00;13:47:00;4/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-458528;39;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065561;OFFSET_2;GERM;SHEPHERD;LOST;IMPOUNDED;0;P881499;STRAY;WEB;WEB;4/13/2019;00:00;13:47:00;4/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-458543;39;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065572;OFFSET_2;BICHON;FRISE;LOST;IMPOUNDED;0;P881510;STRAY;WEB;WEB;4/13/2019;00:00;13:47:00;4/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-458554;39;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065567;OFFSET_2;GREAT;PYRENEES;FOUND;IMPOUNDED;0;P881505;STRAY;WEB;WEB;4/14/2019;00:00;13:47:00;4/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-458549;38;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065553;OFFSET_2;CHIHUAHUA;SH;FOUND;IMPOUNDED;0;P881491;STRAY;WEB;WEB;4/14/2019;00:00;13:47:00;4/14/2019;00:00;NORMAL;OTHER;00:00:00;K19-458535;38;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065560;OFFSET_2;PIT;BULL;LOST;IMPOUNDED;0;P881498;STRAY;WEB;WEB;4/14/2019;00:00;13:47:00;4/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-458542;38;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065556;OFFSET_2;GOLDEN;RETR;LOST;IMPOUNDED;0;P881494;STRAY;WEB;WEB;4/14/2019;00:00;13:47:00;4/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-458538;38;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065569;OFFSET_2;PIT;BULL;LOST;IMPOUNDED;0;P881507;STRAY;WEB;WEB;4/14/2019;00:00;13:47:00;4/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-458551;38;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065562;OFFSET_2;LABRADOR;RETR;LOST;IMPOUNDED;0;P881500;STRAY;WEB;WEB;4/14/2019;00:00;13:47:00;4/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-458544;38;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065570;OFFSET_2;AMERICAN;STAFF;LOST;IMPOUNDED;0;P881508;STRAY;WEB;WEB;4/16/2019;00:00;13:47:00;4/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-458552;36;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065571;OFFSET_2;GREAT;DANE;LOST;IMPOUNDED;0;P881509;STRAY;WEB;WEB;4/16/2019;00:00;13:47:00;4/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-458553;36;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065565;OFFSET_2;BEAGLE;LOST;IMPOUNDED;0;P881503;STRAY;WEB;WEB;4/16/2019;00:00;13:47:00;4/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-458547;36;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065568;OFFSET_2;PIT;BULL;LOST;IMPOUNDED;0;P881506;STRAY;WEB;WEB;4/16/2019;00:00;13:47:00;4/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-458550;36;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065564;OFFSET_2;ANATOL;SHEPHERD;LOST;IMPOUNDED;0;P881502;STRAY;WEB;WEB;4/16/2019;00:00;13:47:00;4/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-458546;36;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065566;OFFSET_2;POODLE;TOY;LOST;IMPOUNDED;0;P881504;STRAY;WEB;WEB;4/16/2019;00:00;13:47:00;4/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-458548;36;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065602;OFFSET_2;CHIHUAHUA;SH;FOUND;IMPOUNDED;0;P881540;STRAY;WEB;WEB;4/17/2019;00:00;13:47:00;4/23/2019;00:00;NORMAL;OTHER;00:00:00;K19-458584;35;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065586;OFFSET_2;JACK;RUSS;TERR;LOST;IMPOUNDED;0;P881524;STRAY;WEB;WEB;4/18/2019;00:00;13:47:00;4/21/2019;00:00;NORMAL;OTHER;00:00:00;K19-458568;34;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;
A1065591;OFFSET_2;CAIRN;TERRIER;LOST;IMPOUNDED;0;P881529;STRAY;WEB;WEB;4/18/2019;00:00;13:47:00;4/22/2019;00:00;NORMAL;OTHER;00:00:00;K19-458573;34;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065599;OFFSET_2;LABRADOR;RETR;LOST;IMPOUNDED;0;P881537;STRAY;WEB;WEB;4/18/2019;00:00;13:47:00;4/23/2019;00:00;NORMAL;OTHER;00:00:00;K19-458581;34;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
